4.800283	26.082300	0.488819	0.290880
4.804661	26.141396	0.488836	0.366957
4.906129	26.153988	0.562965	0.424144
4.836328	26.223452	0.512263	0.481272
4.806694	26.299852	0.583475	0.538439
4.726593	26.445480	0.567172	0.595557
4.829867	26.314692	0.542697	0.652690
4.756375	26.474699	0.530770	0.710022
4.714866	26.497778	0.537073	0.767126
4.813049	26.656317	0.559381	0.995702
4.864780	26.584028	0.506168	1.052863
4.745669	26.738705	0.576772	1.110012
4.788148	26.735086	0.516667	1.167133
4.675556	26.774574	0.548963	1.224296
4.710164	26.716736	0.523027	1.281429
4.690321	26.954021	0.563466	1.338597
4.728961	26.882681	0.537911	1.395725
4.717991	26.938890	0.507109	1.452682
4.744826	27.111069	0.503140	1.643105
4.768223	26.988554	0.551319	1.700349
4.719415	27.060047	0.525166	1.757400
4.745908	27.240355	0.557018	1.814626
4.751514	27.253618	0.552132	1.871888
4.756798	27.247459	0.536138	1.929060
4.687970	27.281052	0.577082	1.986214
4.687509	27.381483	0.513795	2.043335
4.711641	27.420712	0.570394	2.100473
4.570568	27.539795	0.549148	2.329057
4.618942	27.604902	0.502831	2.386184
4.670903	27.561954	0.529304	2.462233
4.601021	27.553156	0.566407	2.519513
4.492280	27.735807	0.547182	2.576541
4.477682	27.760807	0.575712	2.633674
4.597150	27.790106	0.519929	2.709867
4.556451	27.905529	0.552990	2.767010
4.532429	27.902824	0.534217	2.938434
4.571329	28.021992	0.574321	3.014594
4.431177	28.040487	0.530685	3.071746
4.500577	27.979166	0.539997	3.128910
4.454640	28.161087	0.577491	3.205156
4.506119	28.206390	0.554246	3.262265
4.435699	28.103689	0.570370	3.319387
4.394264	28.235771	0.535771	3.376480
4.378990	28.190123	0.536772	3.624296
4.279593	28.369070	0.536934	3.700462
4.241569	28.299604	0.508017	3.757642
4.316671	28.410959	0.574011	3.814614
4.215014	28.453226	0.518216	3.890800
4.286763	28.565344	0.536180	3.947938
4.178940	28.441107	0.534633	4.004997
4.096541	28.547615	0.525969	4.081268
4.214806	28.586308	0.564538	4.309848
4.209827	28.725069	0.509023	4.386034
4.052328	28.750208	0.503567	4.443167
4.029261	28.842218	0.496850	4.500350
4.014482	28.764599	0.568522	4.576552
3.959800	28.743330	0.540986	4.633758
3.911132	28.860035	0.530257	4.690809
4.039439	28.994915	0.509007	4.767017
3.942072	28.967407	0.565732	4.995613
3.931289	28.996361	0.518075	5.071823
3.819744	28.952606	0.548923	5.129051
3.930104	28.990202	0.531458	5.186100
3.853398	29.112434	0.495092	5.262173
3.732035	29.207478	0.492937	5.319398
3.789161	29.218637	0.504041	5.376552
3.711330	29.247845	0.526304	5.452711
3.627527	29.241940	0.583618	5.662294
3.632679	29.306231	0.511644	5.738611
3.613535	29.318054	0.491850	5.795614
3.638147	29.288597	0.546554	5.871805
3.572593	29.348564	0.513670	5.928970
3.392283	29.365942	0.577114	6.005022
3.337626	29.412994	0.516425	6.062294
3.479198	29.419992	0.586351	6.119308
3.337033	29.423763	0.564459	6.309975
3.301503	29.462782	0.586893	6.385968
3.310145	29.628370	0.548358	6.443222
3.241631	29.526094	0.529705	6.519488
3.236906	29.561865	0.585750	6.576522
3.217559	29.533724	0.490232	6.652636
3.032048	29.650831	0.548120	6.709772
3.015213	29.567898	0.559278	6.900247
2.975782	29.675508	0.507255	6.957666
2.959416	29.768351	0.582422	7.033687
3.031996	29.659702	0.574906	7.110045
2.971573	29.692787	0.540435	7.167039
2.936579	29.756546	0.514042	7.224072
2.878983	29.764854	0.491946	7.300327
2.802935	29.729666	0.537651	7.376425
2.639228	29.826683	0.499800	7.548105
2.715660	29.766548	0.545909	7.605070
2.627947	29.813709	0.492503	7.662288
2.610254	29.971481	0.527791	7.738493
2.559754	29.946653	0.512384	7.795621
2.532500	29.867657	0.555822	7.871680
2.373550	29.956572	0.541224	7.928955
2.482316	29.970924	0.489324	7.986083
2.356036	29.924959	0.584009	8.233703
2.359706	30.013056	0.491361	8.290855
2.260468	29.964590	0.520264	8.367003
2.300278	30.006275	0.554145	8.424190
2.166038	29.916378	0.537668	8.481322
2.210630	30.088930	0.542891	8.538372
2.109891	30.079664	0.500098	8.595662
1.961038	30.087309	0.500371	8.671975
1.937588	30.102362	0.552839	8.843220
1.892118	30.109730	0.517152	8.900363
2.013174	30.042521	0.522479	8.976577
1.785839	30.109806	0.553159	9.033712
1.733981	30.048674	0.531142	9.090820
1.756415	30.124895	0.566658	9.166914
1.801234	29.994654	0.538296	9.224074
1.617093	30.066319	0.551843	9.281311
1.709556	30.132988	0.510624	9.490735
1.585418	29.990562	0.528227	9.566916
1.484672	30.107714	0.500446	9.624151
1.535349	30.184456	0.503611	9.681282
1.396383	30.139181	0.525087	9.757602
1.496819	30.111391	0.513086	9.814622
1.346717	30.030592	0.507622	9.871761
1.237143	30.003160	0.582363	9.928904
1.355886	30.142984	0.548772	10.119391
1.190175	30.173670	0.533919	10.176534
1.259664	30.195660	0.523873	10.233607
1.103491	30.098103	0.567143	10.290835
1.082500	30.039715	0.571283	10.367043
1.137440	30.183035	0.558659	10.424175
0.996778	30.131481	0.550507	10.481277
0.970935	30.141647	0.486590	10.557533
0.951063	30.198128	0.537543	10.614665
0.781138	30.020632	0.526507	10.843243
0.830529	30.110214	0.499465	10.900378
0.761312	30.039469	0.584664	10.976514
0.696216	30.020180	0.515595	11.033600
0.723768	30.181711	0.580946	11.090826
0.637813	30.157516	0.545247	11.167010
0.627416	30.031870	0.569247	11.224060
0.564092	30.018427	0.526202	11.281329
0.539350	30.152536	0.520818	11.528890
