-0.334713	0.758387	-9.773731	0.149627	0.003867	-0.048939	-0.683194	-0.011840	0.011673	-0.730048	0.290556
-0.341985	0.438068	-9.781569	0.173923	0.004992	0.067597	-0.681902	-0.014705	0.008438	-0.731247	0.366695
-0.330631	-0.558429	-9.808357	0.085596	0.006625	0.166090	-0.678828	-0.016015	0.006827	-0.734091	0.423875
-0.286533	-1.146182	-9.811864	-0.088254	0.003573	0.206374	-0.675066	-0.014408	0.008460	-0.737568	0.481003
-0.284536	-1.066054	-9.814036	-0.186136	-0.012165	0.118390	-0.672936	-0.011455	0.012132	-0.739512	0.538174
-0.329258	-0.170279	-9.837794	-0.127758	-0.011605	0.018203	-0.672629	-0.009513	0.014694	-0.739773	0.595290
-0.360385	0.840740	-9.786231	-0.019255	0.000915	-0.092932	-0.674350	-0.009208	0.015013	-0.738202	0.652426
-0.346359	1.082645	-9.760057	0.095718	0.010898	-0.114411	-0.676439	-0.010658	0.013032	-0.736306	0.709646
-0.338466	0.781351	-9.756840	0.163827	0.006631	-0.069603	-0.677671	-0.013323	0.009881	-0.735178	0.766762
-0.336194	0.015294	-9.810767	0.103461	0.003830	0.052346	-0.676673	-0.014995	0.007935	-0.736089	0.995335
-0.326396	-0.876474	-9.816409	0.027077	0.005215	0.150235	-0.673894	-0.015329	0.007406	-0.738632	1.052488
-0.295353	-1.068788	-9.809533	0.010460	0.001290	0.255410	-0.669160	-0.015435	0.007289	-0.742922	1.109636
-0.245498	-0.948461	-9.838340	-0.082859	-0.009963	0.286831	-0.663844	-0.014169	0.009097	-0.747682	1.166768
-0.265498	-0.744129	-9.836917	-0.075927	-0.019112	0.232133	-0.659515	-0.013204	0.010910	-0.751496	1.223923
-0.337186	-0.137371	-9.811118	-0.015070	-0.020318	0.213885	-0.655486	-0.013275	0.011599	-0.755001	1.281064
-0.355942	0.232160	-9.736021	-0.082315	-0.007255	0.081735	-0.653966	-0.012036	0.013297	-0.756312	1.338223
-0.418866	0.256371	-9.759964	-0.054203	0.008448	-0.017071	-0.654307	-0.010996	0.014179	-0.756016	1.395352
-0.389635	0.725938	-9.798105	0.088058	0.016133	-0.054546	-0.655317	-0.012148	0.012234	-0.755158	1.452415
-0.352610	0.699532	-9.801062	0.053696	0.011059	-0.015874	-0.655602	-0.012823	0.011034	-0.754917	1.642841
-0.341874	-0.107628	-9.760298	0.077211	0.004950	0.015054	-0.655293	-0.013992	0.009501	-0.755185	1.700054
-0.330364	-0.261929	-9.819695	0.094601	0.003432	0.136876	-0.652671	-0.015451	0.007711	-0.757445	1.757130
-0.305783	-0.659185	-9.861238	0.099284	0.006133	0.241653	-0.648044	-0.016919	0.005833	-0.761393	1.814351
-0.271590	-0.888665	-9.827848	0.033935	0.006718	0.326815	-0.641787	-0.017299	0.005220	-0.766670	1.871524
-0.234465	-1.106252	-9.818886	-0.130102	-0.012698	0.280991	-0.636437	-0.015399	0.008026	-0.771133	1.928687
-0.295487	-0.801119	-9.833080	-0.183413	-0.019812	0.152714	-0.633546	-0.012817	0.011926	-0.773507	1.985829
-0.390851	0.216001	-9.772796	-0.117079	-0.007407	0.056343	-0.632488	-0.011086	0.014323	-0.774358	2.042969
-0.400428	0.761501	-9.730783	-0.052187	0.006793	-0.040877	-0.633296	-0.010145	0.015215	-0.773694	2.100109
-0.375698	0.889155	-9.754136	0.154545	0.012470	-0.018031	-0.633604	-0.012356	0.012023	-0.773465	2.328685
-0.354332	0.627268	-9.791704	0.236537	0.011050	0.108390	-0.631424	-0.015869	0.007317	-0.775241	2.385809
-0.322220	-0.362729	-9.830479	0.146908	0.013173	0.212161	-0.627242	-0.017909	0.004357	-0.778606	2.461956
-0.273046	-1.242855	-9.816127	0.060590	0.008184	0.319848	-0.620968	-0.018675	0.003199	-0.783607	2.519151
-0.211068	-1.371006	-9.839510	-0.032901	-0.001981	0.390136	-0.613312	-0.018165	0.004051	-0.789622	2.576260
-0.189437	-1.252708	-9.832864	-0.165900	-0.025603	0.336037	-0.606722	-0.016061	0.007854	-0.794713	2.633387
-0.300248	-0.666276	-9.835168	-0.208080	-0.022499	0.221342	-0.602384	-0.013283	0.012403	-0.798000	2.709596
-0.420262	0.170832	-9.727046	-0.118289	-0.004203	0.121978	-0.599983	-0.011540	0.014861	-0.799792	2.766728
-0.438739	0.831508	-9.707546	-0.033933	0.014848	0.011271	-0.599773	-0.010730	0.015320	-0.799952	2.938167
-0.411678	0.939904	-9.736170	0.163941	0.023580	0.003902	-0.599653	-0.012715	0.011689	-0.800074	3.014328
-0.359886	0.742436	-9.791089	0.250746	0.028452	0.128788	-0.596986	-0.015885	0.006298	-0.802069	3.071480
-0.310641	-0.399839	-9.799698	0.125275	0.017294	0.240195	-0.592108	-0.017386	0.003633	-0.805663	3.128625
-0.231162	-1.383097	-9.878410	0.035221	-0.001097	0.335508	-0.585314	-0.017904	0.003090	-0.810603	3.204815
-0.174255	-1.390816	-9.901004	-0.045510	-0.013677	0.414723	-0.576897	-0.017471	0.004394	-0.816619	3.261958
-0.166188	-1.205718	-9.844228	-0.098297	-0.029351	0.404166	-0.568653	-0.016582	0.006991	-0.822380	3.319115
-0.262638	-0.710876	-9.815864	-0.123179	-0.030005	0.365636	-0.561153	-0.015356	0.010091	-0.827508	3.376202
-0.354862	-0.187270	-9.744672	-0.100933	-0.019055	0.247313	-0.556058	-0.014257	0.012535	-0.830927	3.623920
-0.464478	0.404419	-9.707731	-0.042946	0.000927	0.137695	-0.553210	-0.013595	0.013461	-0.832822	3.700097
-0.457722	0.662236	-9.726055	0.054041	0.019627	0.075797	-0.551617	-0.013911	0.012091	-0.833894	3.757262
-0.421661	0.625744	-9.757304	0.112830	0.024840	0.082508	-0.549861	-0.014929	0.009427	-0.835070	3.814348
-0.367038	0.116049	-9.805597	0.126399	0.025940	0.133468	-0.547025	-0.016104	0.006485	-0.836936	3.890537
-0.239063	-0.394080	-9.821479	0.134860	0.017227	0.239644	-0.541946	-0.017566	0.003534	-0.840222	3.947673
-0.079645	-0.810370	-9.806632	0.076992	0.009469	0.344715	-0.534650	-0.018395	0.001947	-0.844871	4.004735
-0.101267	-1.291345	-9.903109	0.041053	-0.008090	0.448695	-0.525119	-0.019100	0.001402	-0.850813	4.081004
-0.119693	-1.228657	-9.903326	-0.045097	-0.026733	0.481238	-0.514866	-0.019042	0.002941	-0.857054	4.309584
-0.164533	-1.125612	-9.862015	-0.129617	-0.042680	0.424730	-0.505789	-0.018221	0.006462	-0.862440	4.385771
-0.311467	-0.603905	-9.796923	-0.177120	-0.035245	0.313985	-0.499071	-0.016656	0.010857	-0.866333	4.442905
-0.448392	0.082097	-9.695312	-0.109668	-0.019120	0.209200	-0.494571	-0.015631	0.013553	-0.868891	4.500053
-0.480340	0.654982	-9.675377	-0.037037	0.001260	0.109472	-0.492206	-0.015106	0.014383	-0.870229	4.576277
-0.468935	0.701418	-9.711688	0.089593	0.028916	0.090479	-0.490210	-0.015552	0.012114	-0.871381	4.633468
-0.439706	0.545220	-9.785054	0.176427	0.041974	0.129172	-0.487328	-0.016775	0.007810	-0.873023	4.690542
-0.370030	-0.017096	-9.791638	0.192259	0.045318	0.248975	-0.481802	-0.018108	0.003175	-0.876087	4.766734
-0.181899	-0.819670	-9.831242	0.121455	0.029525	0.340699	-0.474265	-0.018922	0.000320	-0.880179	4.995301
-0.004870	-1.298908	-9.899483	0.064734	0.001051	0.449560	-0.464311	-0.019678	-0.000896	-0.885453	5.071525
0.009513	-1.384621	-9.909361	-0.005455	-0.020706	0.535842	-0.452413	-0.020079	-0.000266	-0.891582	5.128704
-0.054990	-1.344748	-9.851722	-0.141939	-0.048235	0.506635	-0.441148	-0.019503	0.003691	-0.897215	5.185782
-0.213030	-0.976897	-9.827853	-0.204565	-0.067955	0.378027	-0.432730	-0.018685	0.009206	-0.901283	5.261890
-0.411643	-0.053885	-9.796394	-0.105533	-0.045177	0.281925	-0.426401	-0.018475	0.012203	-0.904263	5.319119
-0.516997	0.642287	-9.699518	-0.022594	0.005368	0.189357	-0.422128	-0.018053	0.012742	-0.906267	5.376261
-0.547672	0.744825	-9.616406	0.126221	0.050090	0.152485	-0.418623	-0.018214	0.009424	-0.907929	5.452435
-0.476678	0.430864	-9.643590	0.149872	0.063069	0.240073	-0.413103	-0.018318	0.005472	-0.910483	5.661963
-0.338179	-0.352934	-9.781000	0.100150	0.035808	0.232624	-0.407757	-0.018521	0.002930	-0.912898	5.738176
-0.266740	-0.762752	-9.927389	0.088571	0.013819	0.375002	-0.399139	-0.019100	0.000947	-0.916691	5.795295
-0.136627	-1.031446	-9.937193	0.080678	-0.005258	0.468003	-0.388346	-0.020034	-0.000615	-0.921295	5.871493
