0.000000	0.000000	0.000000	0.999935	0.010853	0.000242	-0.003552	0.110012	0.000000	0.000000	0.290556
1.819161	8.756564	0.000000	0.889847	0.011453	-0.011800	0.455962	1.045133	0.000000	0.000000	0.366695
2.571432	13.171686	0.000000	0.802661	0.015414	-0.008479	0.596176	1.052614	0.000000	0.000000	0.423875
3.039669	15.833195	0.000000	0.758489	0.015786	-0.007589	0.651451	1.022560	0.000000	0.000000	0.481003
3.338877	17.627590	0.000000	0.731175	0.013643	-0.009523	0.681987	0.985646	0.000000	0.000000	0.538174
3.547242	18.927615	0.000000	0.712575	0.011073	-0.012417	0.701399	0.975331	0.000000	0.000000	0.595290
3.692142	19.927687	0.000000	0.699845	0.009510	-0.014331	0.714087	1.004670	0.000000	0.000000	0.652426
3.815143	20.697670	0.000000	0.691011	0.009655	-0.014189	0.722640	1.053050	0.000000	0.000000	0.709646
3.905347	21.336187	0.000000	0.684180	0.011482	-0.012108	0.729122	1.095564	0.000000	0.000000	0.766762
3.962398	22.052951	0.000000	0.660465	0.018862	-0.003213	0.750613	1.170803	0.000000	0.000000	0.995335
4.030899	22.495963	0.000000	0.659074	0.018668	-0.003322	0.751839	1.119690	0.000000	0.000000	1.052488
4.091423	22.870917	0.000000	0.655049	0.018242	-0.003707	0.755357	1.060641	0.000000	0.000000	1.109636
4.133101	23.208147	0.000000	0.649304	0.017019	-0.005312	0.760320	1.008171	0.000000	0.000000	1.166768
4.170514	23.504227	0.000000	0.643507	0.015509	-0.007692	0.765244	0.969189	0.000000	0.000000	1.223923
4.194799	23.769512	0.000000	0.638070	0.014569	-0.009676	0.769779	0.957154	0.000000	0.000000	1.281064
4.217084	24.003500	0.000000	0.634467	0.013287	-0.011911	0.772744	0.967383	0.000000	0.000000	1.338223
4.235000	24.227983	0.000000	0.633168	0.011810	-0.013877	0.773800	0.986589	0.000000	0.000000	1.395352
4.252635	24.428061	0.000000	0.633573	0.011498	-0.013927	0.773472	1.020750	0.000000	0.000000	1.452415
4.242112	24.748424	0.000000	0.626910	0.012026	-0.012063	0.778906	1.129648	0.000000	0.000000	1.642841
4.260384	24.920735	0.000000	0.630512	0.012740	-0.010928	0.775998	1.125902	0.000000	0.000000	1.700054
4.277206	25.074608	0.000000	0.631568	0.013943	-0.009301	0.775140	1.109519	0.000000	0.000000	1.757130
4.289199	25.221204	0.000000	0.629838	0.015405	-0.007332	0.776539	1.078259	0.000000	0.000000	1.814351
4.299961	25.365641	0.000000	0.625654	0.016370	-0.005919	0.779906	1.036371	0.000000	0.000000	1.871524
4.308523	25.501289	0.000000	0.620644	0.015746	-0.006922	0.783904	0.986471	0.000000	0.000000	1.928687
4.315211	25.628663	0.000000	0.616760	0.013814	-0.010059	0.786966	0.945974	0.000000	0.000000	1.985829
4.317758	25.750312	0.000000	0.614643	0.011686	-0.013413	0.788605	0.941951	0.000000	0.000000	2.042969
4.319482	25.868897	0.000000	0.614604	0.009948	-0.015844	0.788614	0.969119	0.000000	0.000000	2.100109
4.281709	26.145753	0.000000	0.609297	0.011023	-0.013844	0.792744	1.104843	0.000000	0.000000	2.328685
4.281969	26.251502	0.000000	0.610884	0.013206	-0.010711	0.791538	1.129376	0.000000	0.000000	2.385809
4.277687	26.374628	0.000000	0.608435	0.016301	-0.006117	0.793413	1.124780	0.000000	0.000000	2.461956
4.279467	26.470085	0.000000	0.605147	0.017869	-0.003677	0.795905	1.079881	0.000000	0.000000	2.519151
4.277162	26.561531	0.000000	0.599422	0.018280	-0.002997	0.800219	1.017913	0.000000	0.000000	2.576260
4.269808	26.655137	0.000000	0.593016	0.017205	-0.005060	0.804991	0.955754	0.000000	0.000000	2.633387
4.255436	26.764042	0.000000	0.585228	0.014291	-0.010373	0.810676	0.897005	0.000000	0.000000	2.709596
4.249523	26.853123	0.000000	0.582110	0.012134	-0.014099	0.812897	0.893730	0.000000	0.000000	2.766728
4.208944	27.040814	0.000000	0.574380	0.007430	-0.020913	0.818288	0.950818	0.000000	0.000000	2.938167
4.196136	27.141811	0.000000	0.575249	0.008126	-0.019126	0.817714	1.008332	0.000000	0.000000	3.014328
4.190748	27.224170	0.000000	0.575809	0.010458	-0.014787	0.817384	1.051670	0.000000	0.000000	3.071480
4.181097	27.302931	0.000000	0.574026	0.012751	-0.010587	0.818669	1.058882	0.000000	0.000000	3.128625
4.165764	27.396026	0.000000	0.567667	0.014708	-0.007242	0.823095	1.009609	0.000000	0.000000	3.204815
4.155175	27.472380	0.000000	0.561514	0.015343	-0.006525	0.827299	0.955782	0.000000	0.000000	3.261958
4.144655	27.547562	0.000000	0.554242	0.015246	-0.007634	0.832181	0.901507	0.000000	0.000000	3.319115
4.131266	27.618117	0.000000	0.546763	0.014608	-0.010021	0.837100	0.863758	0.000000	0.000000	3.376202
4.049231	27.843747	0.000000	0.514337	0.010995	-0.021832	0.857240	0.749364	0.000000	0.000000	3.623920
4.028541	27.929403	0.000000	0.512310	0.010413	-0.023316	0.858421	0.783062	0.000000	0.000000	3.700097
4.012051	28.002284	0.000000	0.513666	0.010528	-0.022428	0.857633	0.833622	0.000000	0.000000	3.757262
3.994645	28.069168	0.000000	0.515188	0.011261	-0.019939	0.856771	0.886111	0.000000	0.000000	3.814348
3.970995	28.150245	0.000000	0.514979	0.012683	-0.015720	0.856965	0.928851	0.000000	0.000000	3.890537
3.953376	28.213140	0.000000	0.514020	0.014191	-0.011868	0.857579	0.939754	0.000000	0.000000	3.947673
3.936986	28.275776	0.000000	0.510624	0.015544	-0.008592	0.859621	0.927086	0.000000	0.000000	4.004735
3.909220	28.348989	0.000000	0.501474	0.017019	-0.005687	0.864987	0.874715	0.000000	0.000000	4.081004
3.812675	28.539582	0.000000	0.462519	0.019049	-0.004599	0.886393	0.664488	0.000000	0.000000	4.309584
3.786996	28.613944	0.000000	0.454973	0.018942	-0.006804	0.890278	0.626466	0.000000	0.000000	4.385771
3.767385	28.678607	0.000000	0.451920	0.018152	-0.010154	0.891816	0.624579	0.000000	0.000000	4.442905
3.743684	28.740829	0.000000	0.450115	0.017210	-0.013479	0.892703	0.648020	0.000000	0.000000	4.500053
3.711652	28.812182	0.000000	0.448613	0.016201	-0.016356	0.893429	0.702412	0.000000	0.000000	4.576277
3.687180	28.868195	0.000000	0.449777	0.015969	-0.015981	0.892855	0.762287	0.000000	0.000000	4.633468
3.662037	28.920312	0.000000	0.450643	0.016455	-0.013065	0.892457	0.819211	0.000000	0.000000	4.690542
3.626871	28.984618	0.000000	0.448217	0.017705	-0.007252	0.893720	0.863350	0.000000	0.000000	4.766734
3.515013	29.156412	0.000000	0.426714	0.020815	0.008251	0.904110	0.839410	0.000000	0.000000	4.995301
3.482014	29.217815	0.000000	0.420649	0.021503	0.011070	0.906901	0.804700	0.000000	0.000000	5.071525
3.458403	29.265190	0.000000	0.414532	0.021800	0.011317	0.909703	0.767585	0.000000	0.000000	5.128704
3.431751	29.309813	0.000000	0.406785	0.021598	0.008829	0.913226	0.725184	0.000000	0.000000	5.185782
3.396744	29.364511	0.000000	0.396567	0.020990	0.002654	0.917762	0.674716	0.000000	0.000000	5.261890
3.368908	29.410712	0.000000	0.391696	0.020670	-0.001960	0.919860	0.676765	0.000000	0.000000	5.319119
3.338678	29.456863	0.000000	0.388707	0.020248	-0.004943	0.921126	0.713141	0.000000	0.000000	5.376261
3.300199	29.510627	0.000000	0.385603	0.019952	-0.004516	0.922438	0.776669	0.000000	0.000000	5.452435
3.186438	29.638470	0.000000	0.370644	0.019406	0.004845	0.928560	0.914955	0.000000	0.000000	5.661963
3.145659	29.687398	0.000000	0.368276	0.019253	0.007556	0.929487	0.935361	0.000000	0.000000	5.738176
3.117790	29.723452	0.000000	0.365228	0.019400	0.009190	0.930671	0.927160	0.000000	0.000000	5.795295
3.076261	29.770258	0.000000	0.356315	0.020039	0.011416	0.934081	0.890232	0.000000	0.000000	5.871493
3.047763	29.803121	0.000000	0.348151	0.020295	0.011478	0.937149	0.851418	0.000000	0.000000	5.928643
3.005175	29.846405	0.000000	0.335383	0.020231	0.009144	0.941820	0.788133	0.000000	0.000000	6.004750
2.971288	29.879003	0.000000	0.327458	0.019915	0.005106	0.944642	0.757009	0.000000	0.000000	6.061974
2.935865	29.911841	0.000000	0.321424	0.019848	0.001580	0.946726	0.752506	0.000000	0.000000	6.119033
